module,l2_norm,share_of_total
q_einsum,51.052950737351,0.042246882536
kv_einsum,22.173506906957,0.007969328729
attn_vec_einsum,45.713862437399,0.033872621145
gating_einsum,195.005157799943,0.616375215484
linear,135.940227681457,0.299535952106
